,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
312,ilulissat,8.0,GL,1544680200,78.0,69.22,-51.1,17.6,5.82
313,tuatapere,24.0,NZ,1544683819,82.0,-46.13,167.69,61.82,5.21
314,damaturu,0.0,NG,1544683820,41.0,11.75,11.96,55.52,6.44
315,palmeiras de goias,44.0,BR,1544683822,88.0,-16.8,-49.93,65.74,2.98
316,liaozhong,0.0,CN,1544682600,44.0,41.51,122.73,19.4,8.95
317,airai,32.0,TL,1544683825,76.0,-8.93,125.41,82.25,1.97
318,ladario,80.0,PT,1544683826,98.0,40.7,-7.74,43.46,8.12
319,hambantota,40.0,LK,1544681400,74.0,6.12,81.12,86.0,3.36
320,ugoofaaru,68.0,MV,1544683829,99.0,5.67,73,84.01,10.25
321,mindelo,75.0,PT,1544680800,81.0,41.31,-8.72,50.0,12.75
322,nova bana,90.0,SK,1544682000,92.0,48.42,18.64,23.0,2.24
324,antalaha,92.0,MG,1544683833,84.0,-14.9,50.28,80.45,8.01
325,cabo san lucas,40.0,MX,1544679840,63.0,22.89,-109.91,62.6,9.13
326,paamiut,12.0,GL,1544683835,98.0,61.99,-49.67,29.78,11.48
327,klaksvik,12.0,FO,1544682000,81.0,62.23,-6.59,44.6,21.92
328,lata,92.0,IN,1544683838,100.0,30.78,78.62,33.83,1.52
330,korsakov,20.0,RU,1544682600,66.0,46.63,142.78,15.8,2.24
331,merritt island,40.0,US,1544680560,86.0,28.54,-80.67,60.98,4.7
332,vostok,68.0,RU,1544683842,58.0,46.45,135.83,4.49,2.64
333,taltal,44.0,CL,1544683843,100.0,-25.41,-70.49,54.17,2.42
334,tommot,56.0,RU,1544683845,71.0,58.97,126.27,-6.85,3.65
335,biltine,0.0,TD,1544683846,25.0,14.53,20.93,64.43,15.28
336,naze,0.0,NG,1544683847,93.0,5.43,7.07,70.91,1.41
338,gombong,92.0,ID,1544683849,78.0,-7.19,109.31,80.72,2.64
339,rocha,0.0,UY,1544683850,90.0,-34.48,-54.34,55.93,6.78
340,zyryanka,0.0,RU,1544683852,0.0,65.73,150.89,-42.45,2.53
341,tautira,40.0,PF,1544682600,74.0,-17.73,-149.15,82.4,3.36
342,namibe,0.0,AO,1544683855,100.0,-15.19,12.15,69.47,2.75
343,harnosand,0.0,SE,1544682000,92.0,62.63,17.94,10.4,3.36
344,beringovskiy,24.0,RU,1544683857,100.0,63.05,179.32,-1.95,25.23
346,vila franca do campo,40.0,PT,1544680800,81.0,37.72,-25.43,53.6,2.24
347,taoudenni,0.0,ML,1544683860,60.0,22.68,-3.98,44.0,2.75
348,alice springs,0.0,AU,1544682600,24.0,-23.7,133.88,91.4,12.75
349,redmond,90.0,US,1544681700,85.0,47.67,-122.12,46.4,9.17
350,humberto de campos,64.0,BR,1544683864,93.0,-2.6,-43.46,80.41,13.15
351,dwarka,40.0,IN,1544682600,63.0,28.58,77.04,66.2,5.82
352,dukhovnitskoye,88.0,RU,1544683866,97.0,52.48,48.21,26.41,6.44
353,lensk,88.0,RU,1544683868,64.0,60.71,114.91,8.14,9.8
354,marsh harbour,88.0,BS,1544683869,100.0,26.54,-77.06,73.66,15.5
355,itanagar,20.0,IN,1544680800,44.0,27.1,93.63,78.8,5.82
356,sao joao da barra,32.0,BR,1544683855,98.0,-21.64,-41.05,78.83,22.66
357,tsirguliina,92.0,EE,1544680200,100.0,57.86,26.19,30.2,10.29
358,severo-yeniseyskiy,80.0,RU,1544683874,70.0,60.37,93.04,8.72,5.99
359,ensenada,0.0,MX,1544683876,80.0,31.86,-116.62,37.21,2.08
361,pitogo,76.0,PH,1544683877,96.0,13.79,122.09,81.49,22.32
362,elayirampannai,20.0,IN,1544682600,58.0,9.27,77.83,87.8,5.82
363,road town,1.0,VG,1544680380,87.0,18.42,-64.62,75.92,5.82
364,college station,90.0,US,1544682900,93.0,30.63,-96.33,64.94,9.17
365,matagami,0.0,NG,1544683882,39.0,9.67,8.4,64.79,8.23
366,colorado,0.0,BR,1544683884,84.0,-22.84,-51.97,72.44,2.75
367,lebu,0.0,ET,1544683885,55.0,8.96,38.73,57.95,3.98
368,mizdah,0.0,LY,1544683887,68.0,31.45,12.98,33.16,2.64
369,werda,90.0,DE,1544682000,92.0,50.44,12.3,30.2,6.93
370,pacatuba,48.0,BR,1544683889,91.0,-10.45,-36.65,72.26,5.66
371,padang,20.0,ID,1544683891,100.0,-0.92,100.36,82.7,5.77
372,hays,1.0,US,1544680560,84.0,38.88,-99.33,30.02,11.41
373,biskamzha,80.0,RU,1544683893,83.0,53.45,89.53,10.97,2.64
374,rognan,75.0,NO,1544682000,90.0,67.1,15.4,32.0,14.99
375,tessalit,0.0,ML,1544683896,47.0,20.2,1.01,41.44,3.65
376,hay river,40.0,CA,1544680800,84.0,60.82,-115.79,8.6,6.93
377,dutlwe,0.0,BW,1544683899,30.0,-23.98,23.93,78.88,11.59
378,hamilton,40.0,BM,1544680500,55.0,32.3,-64.78,64.4,14.99
379,ayan,0.0,TR,1544683902,80.0,40.67,33.6,12.23,2.19
380,namie,20.0,JP,1544680800,60.0,37.52,140.86,44.6,13.87
381,parry sound,76.0,CA,1544683904,81.0,45.34,-80.04,22.58,7.45
382,cherskiy,32.0,RU,1544683905,37.0,68.75,161.3,-24.45,4.54
384,birin,80.0,SY,1544683907,92.0,35.01,36.67,49.36,14.83
385,sabha,0.0,LY,1544683908,67.0,27.03,14.43,41.03,8.01
386,kulevcha,80.0,UA,1544683910,100.0,46.03,29.93,29.56,15.17
387,waipawa,92.0,NZ,1544683911,99.0,-39.94,176.59,61.1,4.54
388,port hardy,90.0,CA,1544680800,93.0,50.7,-127.42,42.8,13.87
389,qeshm,0.0,IR,1544682600,57.0,26.96,56.27,75.2,4.7
390,iseyin,0.0,NG,1544683915,90.0,7.97,3.6,70.1,2.75
392,nchelenge,92.0,ZM,1544683916,100.0,-9.35,28.74,67.09,3.09
393,abu zabad,0.0,SD,1544683918,41.0,12.35,29.25,60.34,11.81
394,codrington,92.0,AU,1544680800,54.0,-28.95,153.24,89.6,20.8
397,redding,1.0,US,1544681400,33.0,40.59,-122.39,53.06,6.93
398,rodrigues alves,0.0,BR,1544679900,100.0,-7.74,-72.65,73.4,3.76
399,yar-sale,80.0,RU,1544683924,86.0,66.83,70.83,16.78,19.64
400,rongcheng,44.0,CN,1544683925,79.0,37.16,122.42,37.39,17.63
401,gigmoto,92.0,PH,1544683926,100.0,13.78,124.39,79.06,15.28
402,ribeira grande,20.0,PT,1544683927,97.0,38.52,-28.7,63.89,22.66
403,saint-augustin,90.0,FR,1544680800,100.0,44.83,-0.61,44.6,6.93
404,solnechnyy,0.0,RU,1544683930,77.0,50.72,136.64,-12.03,2.42
405,peniche,75.0,PT,1544680800,62.0,39.36,-9.38,55.4,12.75
406,kupang,75.0,ID,1544682600,63.0,-10.16,123.6,91.4,10.29
407,cairns,75.0,AU,1544683200,74.0,-16.92,145.77,86.0,11.41
408,medeiros neto,88.0,BR,1544683936,93.0,-17.37,-40.22,66.28,2.64
409,kalaleh,0.0,IR,1544680800,30.0,37.38,55.49,69.8,16.11
410,huarmey,32.0,PE,1544683938,92.0,-10.07,-78.15,58.09,2.08
411,shelburne,90.0,CA,1544682720,92.0,44.08,-80.2,32.0,6.93
412,sechura,32.0,PE,1544683941,86.0,-5.56,-80.82,69.38,9.24
413,koutiala,0.0,ML,1544683942,45.0,12.39,-5.46,58.58,5.77
414,dillon,75.0,US,1544680380,59.0,45.22,-112.64,23.0,17.22
416,aykhal,64.0,RU,1544683945,62.0,65.95,111.51,-8.97,3.65
418,bilibino,44.0,RU,1544683947,0.0,68.06,166.44,-30.07,2.19
419,walvis bay,90.0,NA,1544680800,82.0,-22.95,14.51,62.6,2.24
420,bossangoa,0.0,CF,1544683949,53.0,6.5,17.45,67.58,3.65
421,conceicao do araguaia,56.0,BR,1544683951,90.0,-8.26,-49.26,74.69,2.75
422,dunedin,24.0,NZ,1544683952,85.0,-45.87,170.5,57.28,6.78
423,omaruru,0.0,NA,1544683953,46.0,-21.42,15.95,65.29,2.53
424,mayumba,64.0,GA,1544683955,99.0,-3.44,10.65,77.93,3.53
425,san patricio,8.0,PY,1544683956,63.0,-26.98,-56.83,81.26,4.76
426,sao gabriel da cachoeira,88.0,BR,1544683957,98.0,-0.13,-67.09,71.86,2.08
427,villa union,24.0,BO,1544683959,92.0,-10.79,-65.46,75.19,2.19
428,porbandar,0.0,IN,1544680800,9.0,21.64,69.61,82.4,11.41
429,santona,75.0,ES,1544682600,76.0,43.44,-3.46,55.4,21.92
430,rockingham,40.0,GB,1544682000,90.0,52.52,-0.72,39.2,12.75
432,kaupanger,0.0,NO,1544682000,100.0,61.18,7.24,12.2,11.41
433,abha,75.0,SA,1544680800,82.0,18.22,42.5,60.8,9.17
435,cayenne,75.0,GF,1544682600,83.0,4.94,-52.33,78.8,6.93
436,benevides,0.0,BR,1544680800,94.0,-1.36,-48.25,75.2,2.24
437,jutai,48.0,BR,1544683970,100.0,-1.71,-47.89,72.35,2.53
438,dhidhdhoo,0.0,MV,1544683971,100.0,6.88,73.1,84.01,9.69
439,yataity,8.0,PY,1544683972,75.0,-26.37,-56.07,79.96,2.08
440,mayo,5.0,CA,1544680800,76.0,63.59,-135.9,-9.41,2.98
441,shingu,75.0,JP,1544680800,50.0,33.72,135.99,51.8,9.17
442,mount pleasant,90.0,US,1544682900,81.0,33.16,-94.97,61.7,11.41
443,mandalgovi,0.0,MN,1544683979,51.0,45.76,106.27,13.13,5.21
444,burnie,92.0,AU,1544683980,95.0,-41.05,145.91,62.41,23.78
445,vieux-habitants,36.0,GP,1544682600,94.0,16.06,-61.77,71.6,9.17
446,nouadhibou,0.0,MR,1544683983,71.0,20.93,-17.03,63.53,16.62
447,lashio,48.0,MM,1544683984,80.0,22.93,97.75,70.33,0.96
448,veraval,90.0,FR,1544680800,100.0,49.65,0.71,32.0,18.34
449,elmont,90.0,US,1544682900,69.0,37.71,-77.49,36.68,5.82
450,shache,0.0,CN,1544683988,68.0,38.42,77.24,26.54,4.43
451,lima,0.0,PE,1544680800,88.0,-12.06,-77.04,66.2,8.05
452,atbasar,20.0,KZ,1544683991,57.0,51.81,68.36,2.33,3.09
453,broken hill,20.0,AU,1544680800,18.0,-31.97,141.45,69.8,32.21
454,prenzlau,24.0,DE,1544683994,88.0,53.32,13.87,26.54,3.09
455,sangar,64.0,RU,1544683996,34.0,63.92,127.47,-23.41,6.44
456,kang,0.0,BW,1544683997,29.0,-23.67,22.79,77.48,12.48
457,iqaluit,90.0,CA,1544680800,85.0,63.75,-68.52,15.8,5.82
458,gorontalo,56.0,ID,1544684000,72.0,0.54,123.06,83.74,3.65
459,sola,90.0,FI,1544682000,92.0,62.78,29.36,28.4,2.24
460,bereda,40.0,ES,1544682600,76.0,43.27,-7.54,50.0,14.99
461,verkhnetulomskiy,0.0,RU,1544682600,73.0,68.61,31.8,24.8,2.24
462,fortuna,0.0,ES,1544682600,71.0,38.18,-1.13,51.8,4.7
463,gornopravdinsk,92.0,RU,1544684006,86.0,60.06,69.92,16.96,6.11
464,tongzi,80.0,CN,1544684008,96.0,28.78,105.09,46.07,4.21
465,sa kaeo,0.0,TH,1544684009,48.0,13.8,102.09,87.29,14.05
466,erzin,40.0,TR,1544680200,62.0,36.95,36.2,51.8,4.7
467,oyem,92.0,GA,1544684012,96.0,1.6,11.57,70.91,2.98
468,sioux lookout,90.0,CA,1544680800,86.0,50.1,-91.92,28.4,8.05
469,dumas,0.0,IN,1544682600,35.0,21.09,72.71,84.2,6.93
470,biak,24.0,ID,1544684016,81.0,-0.91,122.88,85.94,3.09
471,san ramon,92.0,NI,1544684018,98.0,12.92,-85.84,66.86,1.97
472,talara,80.0,PE,1544684019,82.0,-4.58,-81.27,69.2,5.1
473,rawson,0.0,AR,1544684020,50.0,-43.3,-65.11,60.43,15.73
475,matata,56.0,NZ,1544684022,100.0,-37.89,176.76,66.01,6.11
478,abu dhabi,20.0,AE,1544680800,73.0,24.47,54.37,71.6,3.36
479,port shepstone,76.0,ZA,1544684025,86.0,-30.74,30.45,72.71,16.28
480,nicoya,0.0,CR,1544680800,78.0,10.15,-85.45,73.4,6.93
481,virginia beach,1.0,US,1544682900,92.0,36.85,-75.98,38.12,3.98
482,hun,0.0,BE,1544682000,92.0,50.34,4.87,32.0,6.93
484,krasnoborsk,68.0,RU,1544684031,81.0,61.56,45.93,18.35,4.09
486,bykovo,92.0,RU,1544684033,96.0,49.76,45.39,28.39,6.22
487,svetlaya,24.0,RU,1544684034,100.0,46.54,138.33,15.47,7.11
488,grand gaube,75.0,MU,1544680800,62.0,-20.01,57.66,84.2,13.87
489,chicama,75.0,PE,1544680800,94.0,-7.84,-79.15,68.0,4.7
491,thai binh,90.0,VN,1544682600,72.0,20.45,106.33,59.0,5.82
492,northam,40.0,GB,1544682000,65.0,51.04,-4.21,44.6,23.04
494,soe,80.0,EE,1544680200,100.0,57.91,26.05,30.2,10.29
495,scottsbluff,90.0,US,1544680380,61.0,41.87,-103.67,35.06,18.34
496,kavaratti,36.0,IN,1544684044,100.0,10.57,72.64,82.07,8.79
497,slave lake,75.0,CA,1544680800,68.0,55.28,-114.77,24.8,2.24
498,temir,48.0,KZ,1544684046,72.0,49.14,57.13,19.21,15.5
499,maracas,20.0,TT,1544680800,88.0,10.76,-61.44,73.4,8.46
501,margate,40.0,AU,1544682600,68.0,-43.03,147.26,69.8,16.11
502,praia da vitoria,20.0,PT,1544680800,72.0,38.73,-27.07,59.0,16.06
503,victoria,75.0,BN,1544682600,74.0,5.28,115.24,89.6,5.82
504,bangassou,0.0,CF,1544684054,62.0,4.74,22.82,69.65,4.54
505,cockburn town,88.0,TC,1544684056,100.0,21.46,-71.14,75.41,19.19
506,havoysund,20.0,NO,1544682000,98.0,71.0,24.66,41.0,47.2
507,mwinilunga,68.0,ZM,1544684058,96.0,-11.73,24.43,66.01,3.2
508,lazarev,0.0,RU,1544684060,68.0,52.23,141.51,-4.65,7.0
509,beausejour,90.0,CA,1544683080,92.0,50.06,-96.51,28.4,17.22
510,batemans bay,64.0,AU,1544684062,91.0,-35.71,150.18,70.69,0.96
511,bani,8.0,PH,1544684064,69.0,15.89,120.27,85.63,8.01
515,oyek,0.0,RU,1544684066,73.0,52.59,104.46,9.53,3.65
516,sehithwa,0.0,BW,1544684067,34.0,-20.47,22.7,76.31,10.8
517,andra,76.0,RU,1544684068,85.0,62.52,65.89,18.53,6.44
518,ko samui,40.0,TH,1544682600,79.0,9.54,99.94,84.2,9.17
519,xiaoweizhai,56.0,CN,1544684071,88.0,26.23,107.51,36.98,3.65
520,hammerfest,20.0,NO,1544682000,98.0,70.66,23.68,44.6,47.2
521,palu,92.0,ID,1544684074,93.0,-0.9,119.87,72.13,1.97
522,oriximina,76.0,BR,1544684075,99.0,-1.77,-55.87,74.96,3.09
523,lewisporte,90.0,CA,1544682600,92.0,49.25,-55.06,24.8,17.22
524,weligama,64.0,LK,1544684077,82.0,5.97,80.42,83.56,13.6
525,kapit,44.0,MY,1544684079,70.0,2.02,112.94,87.02,2.42
527,sile,90.0,US,1544682900,88.0,35.56,-106.37,35.06,18.34
528,tsumeb,20.0,NA,1544680800,41.0,-19.25,17.72,78.8,3.36
529,xining,0.0,CN,1544684083,47.0,36.62,101.77,29.74,2.64
530,kemin,0.0,KG,1544684084,82.0,42.79,75.7,24.83,2.53
532,piterka,76.0,RU,1544684086,95.0,50.68,47.44,28.79,4.99
534,bilma,0.0,NE,1544684087,65.0,18.69,12.92,42.88,3.98
535,altay,68.0,CN,1544684089,74.0,47.83,88.13,16.64,2.98
536,santa catarina de tepehuanes,0.0,MX,1544684090,82.0,25.34,-105.72,36.71,3.09
537,lichuan,32.0,CN,1544684091,61.0,30.3,108.94,42.56,1.52
538,kerrobert,5.0,CA,1544680800,72.0,51.92,-109.14,15.8,10.29
539,nurobod,0.0,UZ,1544682600,37.0,40.91,69.8,53.6,9.17
541,adre,0.0,TD,1544684096,28.0,13.47,22.2,59.21,14.27
542,kayanga,44.0,TZ,1544684097,88.0,-1.53,31.15,65.69,3.2
543,misratah,0.0,LY,1544684098,100.0,32.38,15.09,51.65,4.76
544,luderitz,0.0,NA,1544684100,83.0,-26.65,15.16,61.19,16.28
545,sonoita,1.0,US,1544682060,75.0,31.68,-110.66,48.02,14.99
546,ambilobe,0.0,MG,1544684102,100.0,-13.19,49.05,80.0,2.98
547,aksarka,48.0,RU,1544684104,77.0,66.56,67.8,17.99,15.73
548,coahuayana,76.0,MX,1544684105,78.0,18.62,-100.35,63.94,1.74
550,inhambane,40.0,MZ,1544680800,74.0,-23.87,35.38,82.4,13.87
553,jalgaon,0.0,IN,1544684109,56.0,21.0,75.57,77.98,4.65
554,aksu,90.0,KZ,1544682600,85.0,52.04,76.93,10.4,8.95
555,jinka,0.0,ET,1544684112,77.0,5.79,36.57,69.61,2.08
556,luganville,8.0,VU,1544684114,99.0,-15.51,167.18,82.52,7.67
557,sajanan,92.0,TN,1544680800,66.0,37.06,9.24,55.4,8.05
558,kozhva,80.0,RU,1544684116,90.0,65.11,57.05,24.83,8.46
559,vysokogornyy,0.0,RU,1544684117,63.0,50.1,139.13,-4.69,2.42
560,ada,90.0,US,1544682900,88.0,47.3,-96.52,26.6,10.29
561,tacuarembo,92.0,UY,1544683926,97.0,-31.73,-55.98,70.96,11.14
562,alekseyevka,75.0,RU,1544682600,92.0,53.25,50.49,26.6,8.95
563,thinadhoo,92.0,MV,1544684123,99.0,0.53,72.93,83.78,13.15
564,calmar,75.0,CA,1544680800,62.0,53.27,-113.81,26.6,11.41
565,ranong,75.0,TH,1544680800,66.0,9.96,98.62,87.8,11.41
566,vihti,75.0,FI,1544682000,86.0,60.42,24.32,28.4,12.75
567,przhevalskoye,88.0,RU,1544684128,82.0,55.51,31.85,28.61,17.52
568,yuli,0.0,NG,1544684129,58.0,10.52,9.86,56.29,4.65
570,maumere,36.0,ID,1544684131,97.0,-8.63,122.22,85.67,9.57
571,sur,0.0,OM,1544684132,99.0,22.57,59.53,75.77,6.11
572,lithakia,90.0,GR,1544682000,100.0,37.72,20.83,51.8,4.7
573,dzilam gonzalez,68.0,MX,1544684135,71.0,21.28,-88.93,68.84,6.22
575,san quintin,0.0,PH,1544684137,56.0,17.54,120.52,83.51,12.26
576,revelganj,56.0,IN,1544682600,47.0,25.78,84.64,75.2,3.65
577,panguna,76.0,PG,1544684139,60.0,-6.32,155.48,86.44,4.54
578,kiunga,20.0,PG,1544684141,42.0,-6.12,141.3,97.06,3.09
579,katherine,40.0,AU,1544682600,53.0,-14.47,132.26,95.0,10.29
580,xinqing,12.0,CN,1544684143,59.0,48.28,129.53,-2.85,3.98
581,uray,44.0,RU,1544684145,90.0,60.13,64.8,19.7,6.22
582,apatity,0.0,RU,1544684146,61.0,67.57,33.4,4.13,3.53
583,sheopur,0.0,IN,1544684147,92.0,25.67,76.7,60.83,5.66
584,lompoc,1.0,US,1544682900,87.0,34.64,-120.46,53.06,7.45
585,leirvik,0.0,NO,1544682000,69.0,59.78,5.5,35.6,12.75
586,grand-santi,68.0,GF,1544684151,97.0,4.27,-54.38,73.16,2.42
587,carroll,90.0,AU,1544683080,64.0,-30.99,150.44,71.6,14.99
588,pudozh,68.0,RU,1544684154,84.0,61.81,36.54,23.71,8.01
589,basoko,0.0,CD,1544684155,95.0,1.23,23.61,74.87,3.65
590,beloha,0.0,MG,1544684156,100.0,-25.17,45.06,82.52,4.43
591,birjand,0.0,IR,1544680800,28.0,32.86,59.22,44.6,4.7
593,raudeberg,75.0,NO,1544682000,69.0,61.99,5.14,37.4,14.99
594,arroio grande,76.0,BR,1544684161,100.0,-32.24,-53.09,67.58,11.81
595,srednekolymsk,36.0,RU,1544684162,0.0,67.46,153.71,-36.82,2.53
596,la rioja,32.0,AR,1544684164,90.0,-29.41,-66.86,69.02,2.42
597,khandyga,56.0,RU,1544684165,47.0,62.65,135.58,-29.08,2.64
598,manaus,40.0,BR,1544680800,94.0,-3.13,-59.98,77.0,2.64
599,naco,1.0,MX,1544682060,75.0,31.32,-109.94,46.04,14.99
600,agadez,0.0,NE,1544680800,47.0,16.97,7.99,55.4,3.2
601,morehead,75.0,US,1544682900,61.0,38.18,-83.43,46.94,10.29
602,el grullo,32.0,MX,1544684172,92.0,19.8,-104.22,55.79,1.74
603,swan river,8.0,CA,1544684173,86.0,52.11,-101.27,25.46,9.57
606,ravar,0.0,IR,1544684175,17.0,31.27,56.81,54.62,1.74
607,lhokseumawe,36.0,ID,1544684176,99.0,5.18,97.15,83.29,5.99
609,sinjar,20.0,SY,1544684177,91.0,35.59,37,47.06,8.79
610,blarney,75.0,IE,1544680800,93.0,51.93,-8.57,46.4,29.97
611,antofagasta,75.0,CL,1544680800,72.0,-23.65,-70.4,64.4,2.24
612,arcata,90.0,US,1544682900,100.0,40.87,-124.08,44.06,6.93
613,kriva palanka,0.0,MK,1544682600,85.0,42.2,22.33,19.4,3.76
614,camargo,0.0,MX,1544684184,80.0,27.69,-105.17,41.53,6.22
615,san juan,75.0,PH,1544680800,94.0,14.6,121.03,82.4,13.87
617,nurota,0.0,UZ,1544682600,81.0,40.56,65.69,53.6,18.34
618,ewa beach,90.0,US,1544682780,94.0,21.32,-158.01,75.02,3.36
619,henties bay,8.0,NA,1544684189,100.0,-22.12,14.28,59.39,2.42
620,zonguldak,75.0,TR,1544680200,100.0,41.25,31.83,35.6,6.93
621,iralaya,44.0,HN,1544684192,95.0,15.0,-83.23,77.71,8.79
622,west wendover,0.0,US,1544684131,46.0,40.74,-114.07,-0.1,2.53
624,olinda,90.0,EC,1544680800,78.0,-2.03,-79.75,75.2,6.93
625,half moon bay,90.0,US,1544683200,81.0,37.46,-122.43,50.0,5.55
626,atherton,20.0,GB,1544682000,64.0,53.52,-2.49,39.2,9.17
627,marawi,92.0,PH,1544684199,79.0,8.0,124.29,77.66,2.98
628,baruun-urt,0.0,MN,1544684200,39.0,46.68,113.28,12.32,10.02
629,bandarbeyla,92.0,SO,1544684201,100.0,9.49,50.81,79.51,16.06
630,jambi,92.0,ID,1544684203,79.0,-1.6,103.62,85.67,3.98
631,verkhnevilyuysk,76.0,RU,1544684204,74.0,63.45,120.31,-6.72,6.11
632,aqtobe,0.0,KZ,1544682600,57.0,50.28,57.21,21.2,11.18
